YEAR,MO,DY,HR,T2M,RH2M
2002,12,8,19,24.92,90.23
2002,12,8,20,24.84,88.85
2002,12,8,21,24.63,89.36
2002,12,8,22,24.47,89.62
2002,12,8,23,24.34,89.94
2002,12,9,0,24.22,90.2
2002,12,9,1,24.05,90.98
2002,12,9,2,23.87,91.84
2002,12,9,3,23.71,92.29
2002,12,9,4,23.64,92.18
2002,12,9,5,23.65,91.64
2002,12,9,6,24.33,91.27
2002,12,9,7,25.52,85.48
2002,12,9,8,26.87,78.39
2002,12,9,9,28.2,70.76
2002,12,9,10,29.38,64.63
2002,12,9,11,30.02,61.28
2002,12,9,12,30.34,59.58
2002,12,9,13,30.32,59.29
2002,12,9,14,29.85,61.03
2002,12,9,15,29.14,64.14
2002,12,9,16,28.16,69.83
2002,12,9,17,27.07,76.77
2002,12,9,18,25.89,88.19
2002,12,9,19,25.46,89.69
2002,12,9,20,25.13,91
2002,12,9,21,24.82,92.43
2002,12,9,22,24.52,93.31
2002,12,9,23,24.24,93.44
2002,12,10,0,24.01,93.35
2002,12,10,1,23.85,92.7
2002,12,10,2,23.76,91.75
2002,12,10,3,23.64,91.19
2002,12,10,4,23.53,90.96
2002,12,10,5,23.44,91.46
2002,12,10,6,24.22,90.51
2002,12,10,7,25.67,82.1
2002,12,10,8,26.98,75.43
2002,12,10,9,27.84,71.45
2002,12,10,10,28.59,68.42
2002,12,10,11,29.13,65.96
2002,12,10,12,29.47,64.25
2002,12,10,13,29.64,63.21
2002,12,10,14,29.09,65.29
2002,12,10,15,28.31,69.11
2002,12,10,16,27.35,73.96
2002,12,10,17,26.17,81.84
2002,12,10,18,25.03,90.79
2002,12,10,19,24.67,92.43
2002,12,10,20,24.49,92.45
2002,12,10,21,24.37,91.89
2002,12,10,22,24.17,91.94
2002,12,10,23,23.97,91.98
2002,12,11,0,23.7,92.41
2002,12,11,1,23.52,92.53
2002,12,11,2,23.42,92.43
2002,12,11,3,23.33,92.41
2002,12,11,4,23.08,93.14
2002,12,11,5,22.83,94.39
2002,12,11,6,23.96,90.53
2002,12,11,7,25.44,81.63
2002,12,11,8,27.17,72.32
2002,12,11,9,28.69,66.33
2002,12,11,10,29.8,62.92
2002,12,11,11,30.38,61.45
2002,12,11,12,30.49,61.41
2002,12,11,13,30.24,62.47
2002,12,11,14,29.68,64.46
2002,12,11,15,29.03,66.47
2002,12,11,16,28.23,69.94
2002,12,11,17,26.97,77.96
2002,12,11,18,25.64,88.99
2002,12,11,19,25.22,90.47
2002,12,11,20,24.89,91.12
2002,12,11,21,24.55,92.22
2002,12,11,22,24.25,93.18
2002,12,11,23,24.01,93.63
2002,12,12,0,23.81,94.03
2002,12,12,1,23.66,94.47
2002,12,12,2,23.53,94.92
2002,12,12,3,23.37,95.94
2002,12,12,4,23.41,96.5
2002,12,12,5,23.44,96.61
2002,12,12,6,23.88,95.32
2002,12,12,7,24.47,92.63
2002,12,12,8,25.12,89
2002,12,12,9,25.83,84.64
2002,12,12,10,26.43,81
2002,12,12,11,26.65,79.27
2002,12,12,12,26.61,79.15
2002,12,12,13,26.48,79.71
2002,12,12,14,26.33,80.33
2002,12,12,15,25.9,82.39
2002,12,12,16,25.26,86.08
2002,12,12,17,24.59,90.87
2002,12,12,18,24.11,94.96
2002,12,12,19,23.95,95.72
2002,12,12,20,23.9,95.17
2002,12,12,21,23.97,93.81
2002,12,12,22,23.97,92.48
2002,12,12,23,23.86,92.44
2002,12,13,0,23.63,93.52
2002,12,13,1,23.42,94.39
2002,12,13,2,23.2,95.24
2002,12,13,3,23.01,95.84
2002,12,13,4,22.83,96.42
2002,12,13,5,22.71,96.94
2002,12,13,6,23.47,94.86
2002,12,13,7,24.34,91.28
2002,12,13,8,25.6,85.38
2002,12,13,9,26.74,79.19
2002,12,13,10,27.48,75.33
2002,12,13,11,27.85,73.42
2002,12,13,12,27.97,72.75
2002,12,13,13,27.53,75.07
2002,12,13,14,26.63,79.9
2002,12,13,15,25.88,84.24
2002,12,13,16,25.22,88.39
2002,12,13,17,24.58,92.76
2002,12,13,18,24.22,95.1
2002,12,13,19,24.13,95.71
2002,12,13,20,24.04,96.1
2002,12,13,21,23.95,96.22
2002,12,13,22,23.78,96.35
2002,12,13,23,23.6,96.32
2002,12,14,0,23.43,96.42
2002,12,14,1,23.24,96.49
2002,12,14,2,23.1,96.26
2002,12,14,3,22.88,96.02
2002,12,14,4,22.76,95.65
2002,12,14,5,22.73,95.05
2002,12,14,6,23.25,94.26
2002,12,14,7,23.92,90.15
2002,12,14,8,24.77,85.19
2002,12,14,9,25.9,79.03
2002,12,14,10,27.29,73.36
2002,12,14,11,28.34,69.5
2002,12,14,12,28.81,67.91
2002,12,14,13,28.9,67.58
2002,12,14,14,28.61,68.57
2002,12,14,15,27.79,72.66
2002,12,14,16,26.75,79.29
2002,12,14,17,25.59,85.84
2002,12,14,18,24.57,91.92
2002,12,14,19,24.14,93.77
2002,12,14,20,23.96,94.52
2002,12,14,21,23.82,95.02
2002,12,14,22,23.64,95.47
2002,12,14,23,23.39,95.87
2002,12,15,0,23.11,96.22
2002,12,15,1,22.94,96.06
2002,12,15,2,23.08,94.86
2002,12,15,3,23.08,94.27
2002,12,15,4,22.99,94.1
2002,12,15,5,22.92,93.61
2002,12,15,6,23.41,93.31
2002,12,15,7,24.1,88.84
2002,12,15,8,25.07,82.75
2002,12,15,9,26.63,75.43
2002,12,15,10,28.26,69.16
2002,12,15,11,29.14,66.23
2002,12,15,12,29.49,65.04
2002,12,15,13,29.66,64.51
2002,12,15,14,29.29,65.52
2002,12,15,15,28.39,69.19
2002,12,15,16,27.4,74.25
2002,12,15,17,26.19,82.3
2002,12,15,18,25,90.98
2002,12,15,19,24.56,92.83
2002,12,15,20,24.23,93.98
2002,12,15,21,23.97,94.51
2002,12,15,22,23.73,94.71
2002,12,15,23,23.54,94.91
2002,12,16,0,23.37,94.92
2002,12,16,1,23.19,94.76
2002,12,16,2,23.15,93.82
2002,12,16,3,23.13,92.84
2002,12,16,4,22.83,93.47
2002,12,16,5,22.33,95.7
2002,12,16,6,23.63,91.37
2002,12,16,7,24.94,83.62
2002,12,16,8,26.64,73.78
2002,12,16,9,28.1,66.68
2002,12,16,10,28.75,64.1
2002,12,16,11,29.02,63.71
2002,12,16,12,29.06,64.62
2002,12,16,13,28.87,66.33
2002,12,16,14,28.5,68.63
2002,12,16,15,27.79,72.36
2002,12,16,16,26.95,78.12
2002,12,16,17,25.89,84.39
2002,12,16,18,24.82,92.24
2002,12,16,19,24.39,93.76
2002,12,16,20,24.04,94.74
2002,12,16,21,23.77,95.22
2002,12,16,22,23.65,95.13
2002,12,16,23,23.6,94.43
2002,12,17,0,23.51,94.03
2002,12,17,1,23.28,94.64
2002,12,17,2,23.03,95.22
2002,12,17,3,22.83,95.46
2002,12,17,4,22.66,95.55
2002,12,17,5,22.38,95.98
2002,12,17,6,23.7,92.07
2002,12,17,7,25.49,83.26
2002,12,17,8,27.43,73.59
2002,12,17,9,28.87,66.29
2002,12,17,10,29.88,61.45
2002,12,17,11,30.65,57.95
2002,12,17,12,31.15,55.9
2002,12,17,13,31.27,55.27
2002,12,17,14,30.87,56.28
2002,12,17,15,30.16,58.78
2002,12,17,16,29.18,62.96
2002,12,17,17,27.52,73.61
2002,12,17,18,25.69,85.27
2002,12,17,19,24.94,88.51
2002,12,17,20,24.24,91.19
2002,12,17,21,23.6,93.31
2002,12,17,22,23.11,95.72
2002,12,17,23,22.8,97.26
2002,12,18,0,22.63,97.7
2002,12,18,1,22.4,98.04
2002,12,18,2,22.13,98.49
2002,12,18,3,21.84,99.01
2002,12,18,4,21.58,99.3
2002,12,18,5,21.37,99.21
2002,12,18,6,23.11,91.47
2002,12,18,7,25.41,80.96
2002,12,18,8,27.83,69.83
2002,12,18,9,29.3,64.04
2002,12,18,10,30.34,60.4
2002,12,18,11,30.86,58.55
2002,12,18,12,30.82,58.64
2002,12,18,13,30.52,60.15
2002,12,18,14,29.82,62.93
2002,12,18,15,29.15,66.11
2002,12,18,16,28.07,72.08
2002,12,18,17,26.72,81.61
2002,12,18,18,25.52,91.02
2002,12,18,19,25.13,93.74
2002,12,18,20,24.88,95.11
2002,12,18,21,24.68,95.82
2002,12,18,22,24.51,96.25
2002,12,18,23,24.35,96.57
2002,12,19,0,24.19,96.88
2002,12,19,1,24.04,97.14
2002,12,19,2,23.92,97.23
2002,12,19,3,23.75,97.42
2002,12,19,4,23.53,97.79
2002,12,19,5,23.5,97.55
2002,12,19,6,24.44,95.1
2002,12,19,7,25.36,88.92
2002,12,19,8,26.33,82.3
2002,12,19,9,27.53,74.71
2002,12,19,10,28.55,69.23
2002,12,19,11,29.21,66.42
2002,12,19,12,29.54,64.89
2002,12,19,13,29.52,64.46
2002,12,19,14,29.34,65.05
2002,12,19,15,28.81,66.95
2002,12,19,16,27.91,71.82
2002,12,19,17,26.63,81.36
2002,12,19,18,25.36,89.75
2002,12,19,19,24.95,91.61
2002,12,19,20,24.69,92.22
2002,12,19,21,24.47,92.65
2002,12,19,22,24.25,93.31
2002,12,19,23,24,94.22
2002,12,20,0,23.74,95.28
2002,12,20,1,23.55,95.95
2002,12,20,2,23.42,96.31
2002,12,20,3,23.36,96.22
2002,12,20,4,23.32,95.74
2002,12,20,5,23.29,95.27
2002,12,20,6,24.3,92.17
2002,12,20,7,25.74,83.31
2002,12,20,8,27.08,75.87
2002,12,20,9,28.29,69.66
2002,12,20,10,29.12,66.11
2002,12,20,11,29.48,64.6
2002,12,20,12,29.47,64.74
2002,12,20,13,29.14,66.28
2002,12,20,14,28.66,68.35
2002,12,20,15,28.14,70.72
2002,12,20,16,27.34,75.12
2002,12,20,17,26.28,83.25
2002,12,20,18,25.22,90.74
2002,12,20,19,24.88,92.12
2002,12,20,20,24.68,92.47
2002,12,20,21,24.43,93.05
2002,12,20,22,24.23,93.48
2002,12,20,23,24.13,93.37
2002,12,21,0,24.13,92.55
2002,12,21,1,24.14,91.8
2002,12,21,2,24.23,90.59
2002,12,21,3,24.34,89.62
2002,12,21,4,24.34,88.91
2002,12,21,5,24.27,89.73
2002,12,21,6,24.73,90.47
2002,12,21,7,25.82,84.93
2002,12,21,8,27.02,77.48
2002,12,21,9,28.01,72.6
2002,12,21,10,28.55,70.12
2002,12,21,11,28.96,68.43
2002,12,21,12,29.23,67.35
2002,12,21,13,29.24,67.07
2002,12,21,14,29.03,68.04
2002,12,21,15,28.49,70.86
2002,12,21,16,27.67,75.71
2002,12,21,17,26.44,83.82
2002,12,21,18,25.23,91.82
2002,12,21,19,24.86,93.69
2002,12,21,20,24.6,94.71
2002,12,21,21,24.4,95.22
2002,12,21,22,24.23,95.48
2002,12,21,23,24.08,95.55
2002,12,22,0,23.96,95.36
2002,12,22,1,23.93,94.51
2002,12,22,2,24,93.07
2002,12,22,3,24.11,91.58
2002,12,22,4,24.14,90.89
2002,12,22,5,24.15,90.37
2002,12,22,6,24.6,90.96
2002,12,22,7,25.72,84.16
2002,12,22,8,27.15,78.29
2002,12,22,9,28.56,72.26
2002,12,22,10,29.55,67.71
2002,12,22,11,30.14,65
2002,12,22,12,30.43,63.77
2002,12,22,13,30.37,63.28
2002,12,22,14,30.21,62.99
2002,12,22,15,29.67,65.05
2002,12,22,16,28.53,71.31
2002,12,22,17,27.11,80.32
2002,12,22,18,25.76,89.75
2002,12,22,19,25.27,92.22
2002,12,22,20,24.95,93.81
2002,12,22,21,24.73,94.17
2002,12,22,22,24.56,93.76
2002,12,22,23,24.28,94.03
2002,12,23,0,23.99,94.69
2002,12,23,1,23.75,95.1
2002,12,23,2,23.51,95.49
2002,12,23,3,23.3,95.92
2002,12,23,4,23.2,96.08
2002,12,23,5,23.12,96.09
2002,12,23,6,24.4,92.32
2002,12,23,7,25.79,83.62
2002,12,23,8,27.44,73.42
2002,12,23,9,29.16,63.38
2002,12,23,10,30.37,57.61
2002,12,23,11,31.17,54.16
2002,12,23,12,31.44,53.13
2002,12,23,13,31.2,54.13
2002,12,23,14,30.38,57.08
2002,12,23,15,29.13,62.4
2002,12,23,16,27.75,70.01
2002,12,23,17,26.48,78.43
2002,12,23,18,25.53,86.61
2002,12,23,19,25.2,89.14
2002,12,23,20,25.03,90.08
2002,12,23,21,24.78,92.06
2002,12,23,22,24.47,93.35
2002,12,23,23,24.15,94.25
2002,12,24,0,23.87,95.01
2002,12,24,1,23.68,95.64
2002,12,24,2,23.59,95.87
2002,12,24,3,23.51,95.91
2002,12,24,4,23.45,96.13
2002,12,24,5,23.43,95.99
2002,12,24,6,24.13,94.68
2002,12,24,7,24.91,90.62
2002,12,24,8,25.69,85.71
2002,12,24,9,26.38,80.95
2002,12,24,10,26.96,77.37
2002,12,24,11,27.32,75.33
2002,12,24,12,27.35,75.22
2002,12,24,13,27.11,76.45
2002,12,24,14,26.54,79.64
2002,12,24,15,25.94,83.7
2002,12,24,16,25.39,87.95
2002,12,24,17,24.85,92.28
2002,12,24,18,24.44,95.34
2002,12,24,19,24.31,95.91
2002,12,24,20,24.2,96.17
2002,12,24,21,24.07,96.46
2002,12,24,22,23.91,96.64
2002,12,24,23,23.71,96.77
2002,12,25,0,23.5,96.79
2002,12,25,1,23.28,96.82
2002,12,25,2,23.08,96.84
2002,12,25,3,22.89,96.71
2002,12,25,4,22.72,96.76
2002,12,25,5,22.53,97.21
2002,12,25,6,23.58,93.86
2002,12,25,7,24.85,86.45
2002,12,25,8,26.33,76.68
2002,12,25,9,27.7,69.64
2002,12,25,10,28.48,66.75
2002,12,25,11,28.65,66.38
2002,12,25,12,28.35,67.7
2002,12,25,13,27.84,70.39
2002,12,25,14,27.22,73.63
2002,12,25,15,26.53,77.28
2002,12,25,16,25.74,81.99
2002,12,25,17,24.83,88.66
2002,12,25,18,24.07,93.21
2002,12,25,19,23.81,94.13
2002,12,25,20,23.55,94.86
2002,12,25,21,23.41,95.09
2002,12,25,22,23.27,95.54
2002,12,25,23,23.13,95.85
2002,12,26,0,23,96.16
2002,12,26,1,22.88,96.47
2002,12,26,2,22.76,96.86
2002,12,26,3,22.65,97.17
2002,12,26,4,22.57,97.35
2002,12,26,5,22.57,97.3
2002,12,26,6,23.45,94.85
2002,12,26,7,24.27,90.75
2002,12,26,8,25.11,86.48
2002,12,26,9,25.93,82.44
2002,12,26,10,26.57,79.43
2002,12,26,11,27.05,76.94
2002,12,26,12,27.16,76.59
2002,12,26,13,26.82,78.45
2002,12,26,14,26.37,80.82
2002,12,26,15,25.79,84.03
2002,12,26,16,25.16,87.88
2002,12,26,17,24.51,92.42
2002,12,26,18,23.92,95.42
2002,12,26,19,23.65,96.54
2002,12,26,20,23.45,97.19
2002,12,26,21,23.32,97.55
2002,12,26,22,23.18,97.97
2002,12,26,23,23.07,98.29
2002,12,27,0,23,98.35
2002,12,27,1,22.92,98.33
2002,12,27,2,22.9,98.26
2002,12,27,3,22.9,98.09
2002,12,27,4,22.88,97.82
2002,12,27,5,22.86,97.48
2002,12,27,6,23.32,96.04
2002,12,27,7,23.91,93.26
2002,12,27,8,24.37,90.86
2002,12,27,9,24.8,87.88
2002,12,27,10,25.16,84.99
2002,12,27,11,25.41,82.55
2002,12,27,12,25.5,81.11
2002,12,27,13,25.32,81.26
2002,12,27,14,24.92,82.7
2002,12,27,15,24.45,84.76
2002,12,27,16,23.82,87.86
2002,12,27,17,23.18,91.09
2002,12,27,18,22.69,92.78
2002,12,27,19,22.45,93.17
2002,12,27,20,22.27,93.36
2002,12,27,21,22.08,93.6
2002,12,27,22,21.88,93.9
2002,12,27,23,21.71,94.1
2002,12,28,0,21.44,94.87
2002,12,28,1,21.22,95.26
2002,12,28,2,21,95.55
2002,12,28,3,20.79,95.67
2002,12,28,4,20.64,95.46
2002,12,28,5,20.57,95.11
2002,12,28,6,21.17,92.27
2002,12,28,7,22.14,87.8
2002,12,28,8,23.55,79.62
2002,12,28,9,25.07,70.81
2002,12,28,10,26.14,65.84
2002,12,28,11,26.62,64.07
2002,12,28,12,26.79,63.66
2002,12,28,13,26.68,64.34
2002,12,28,14,26.32,65.9
2002,12,28,15,25.72,68.56
2002,12,28,16,24.85,73.59
2002,12,28,17,23.69,81.29
2002,12,28,18,22.68,86.85
2002,12,28,19,22.22,88.86
2002,12,28,20,21.91,90.37
2002,12,28,21,21.73,91.26
2002,12,28,22,21.53,92.41
2002,12,28,23,21.34,93.56
2002,12,29,0,21.23,94.13
2002,12,29,1,21.15,94.56
2002,12,29,2,21.05,94.98
2002,12,29,3,20.92,95.59
2002,12,29,4,20.78,96.25
2002,12,29,5,20.76,96.49
2002,12,29,6,21.87,91.54
2002,12,29,7,23.38,83.8
2002,12,29,8,25,76.6
2002,12,29,9,26.62,69.76
2002,12,29,10,27.95,65.32
2002,12,29,11,28.81,62.8
2002,12,29,12,29.27,61.18
2002,12,29,13,29.13,61.35
2002,12,29,14,28.49,63.75
2002,12,29,15,27.74,67.39
2002,12,29,16,26.84,72.81
2002,12,29,17,25.86,78.8
2002,12,29,18,24.83,87.53
2002,12,29,19,24.32,90.35
2002,12,29,20,23.98,91.61
2002,12,29,21,23.71,92.46
2002,12,29,22,23.48,93.36
2002,12,29,23,23.25,93.98
2002,12,30,0,23.07,94.2
2002,12,30,1,22.96,94.29
2002,12,30,2,22.89,94.36
2002,12,30,3,22.83,94.42
2002,12,30,4,22.86,94.49
2002,12,30,5,22.81,94.07
2002,12,30,6,23.31,93.04
2002,12,30,7,24.06,88.62
2002,12,30,8,24.86,84.58
2002,12,30,9,25.71,79.94
2002,12,30,10,26.46,75.86
2002,12,30,11,27.06,72.67
2002,12,30,12,27.44,70.77
2002,12,30,13,27.62,69.82
2002,12,30,14,27.48,70.32
2002,12,30,15,27.14,71.87
2002,12,30,16,26.58,75.31
2002,12,30,17,25.57,82.77
2002,12,30,18,24.29,90.24
2002,12,30,19,23.76,91.56
2002,12,30,20,23.29,92.79
2002,12,30,21,22.87,93.8
2002,12,30,22,22.5,94.61
2002,12,30,23,22.15,95.34
2002,12,31,0,21.89,95.49
2002,12,31,1,21.67,95.69
2002,12,31,2,21.48,96.36
2002,12,31,3,21.43,96.81
2002,12,31,4,21.43,97.19
2002,12,31,5,21.42,97.48
2002,12,31,6,22.53,93.83
2002,12,31,7,23.93,87.64
2002,12,31,8,25.68,78.77
2002,12,31,9,27.17,71.71
2002,12,31,10,27.97,68.45
2002,12,31,11,28.51,66.94
2002,12,31,12,28.43,67.55
2002,12,31,13,27.81,70.96
2002,12,31,14,26.95,75.38
2002,12,31,15,26.15,79.39
2002,12,31,16,25.38,83.79
2002,12,31,17,24.55,89.14
2002,12,31,18,23.82,92.95
2002,12,31,19,23.46,94.28
2002,12,31,20,23.27,94.95
2002,12,31,21,23.12,95.55
2002,12,31,22,23.04,95.73
2002,12,31,23,23.01,95.7
2003,1,1,0,22.99,95.94
2003,1,1,1,22.97,95.96
2003,1,1,2,22.97,95.46
2003,1,1,3,22.82,95.15
2003,1,1,4,22.55,95.76
2003,1,1,5,22.3,96.52
2003,1,1,6,23.04,93.93
2003,1,1,7,24.02,88.56
2003,1,1,8,25.27,80.22
2003,1,1,9,26.31,73.82
2003,1,1,10,26.87,71.05
2003,1,1,11,27.26,69.57
2003,1,1,12,27.53,68.42
2003,1,1,13,27.33,68.97
2003,1,1,14,26.8,70.86
2003,1,1,15,26.22,73.45
2003,1,1,16,25.55,77.19
2003,1,1,17,24.53,84.95
2003,1,1,18,23.44,91.71
2003,1,1,19,23.04,93.58
2003,1,1,20,22.7,94.75
2003,1,1,21,22.41,95.6
2003,1,1,22,22.19,96.12
2003,1,1,23,22.04,96.48
2003,1,2,0,21.94,96.78
2003,1,2,1,21.85,97.22
2003,1,2,2,21.75,97.86
2003,1,2,3,21.71,98.44
2003,1,2,4,21.74,98.52
2003,1,2,5,21.72,98.83
2003,1,2,6,23.1,93.48
2003,1,2,7,24.4,86.23
2003,1,2,8,25.56,79.27
2003,1,2,9,26.72,73.48
2003,1,2,10,27.7,68.94
2003,1,2,11,28.08,66.75
2003,1,2,12,28.02,66.58
2003,1,2,13,27.89,66.77
2003,1,2,14,27.58,67.39
2003,1,2,15,26.98,69.51
2003,1,2,16,26.17,73.89
2003,1,2,17,24.97,83.15
2003,1,2,18,23.7,90.36
2003,1,2,19,23.23,92.12
2003,1,2,20,22.83,93.05
2003,1,2,21,22.46,93.34
2003,1,2,22,22.11,93.79
2003,1,2,23,21.81,94.66
2003,1,3,0,21.65,95.35
2003,1,3,1,21.57,95.95
2003,1,3,2,21.61,96.52
2003,1,3,3,21.69,96.83
2003,1,3,4,21.71,97.09
2003,1,3,5,21.63,97.56
2003,1,3,6,22.65,94.07
2003,1,3,7,24.02,86.7
2003,1,3,8,25.75,75.58
2003,1,3,9,27.29,67.61
2003,1,3,10,28.35,63.68
2003,1,3,11,28.96,62.04
2003,1,3,12,29.16,61.51
2003,1,3,13,28.99,61.88
2003,1,3,14,28.61,62.59
2003,1,3,15,27.99,64.11
2003,1,3,16,26.85,68.7
2003,1,3,17,25.27,77.48
2003,1,3,18,23.67,85.96
2003,1,3,19,22.98,89.61
2003,1,3,20,22.61,91.34
2003,1,3,21,22.27,92.89
2003,1,3,22,22.02,93.99
2003,1,3,23,21.85,94.74
2003,1,4,0,21.72,95.5
2003,1,4,1,21.66,96.21
2003,1,4,2,21.62,96.95
2003,1,4,3,21.65,97.35
2003,1,4,4,21.64,97.99
2003,1,4,5,21.67,98.22
2003,1,4,6,23.19,92.67
2003,1,4,7,25.08,83.05
2003,1,4,8,27.01,73.05
2003,1,4,9,28.45,66.98
2003,1,4,10,29.37,62.85
2003,1,4,11,29.83,60.09
2003,1,4,12,30.11,58.16
2003,1,4,13,30.05,57.2
2003,1,4,14,29.65,57.32
2003,1,4,15,28.99,58.74
2003,1,4,16,27.98,62.27
2003,1,4,17,26.2,72.9
2003,1,4,18,24.1,84.51
2003,1,4,19,23.41,88.37
2003,1,4,20,22.96,91.52
2003,1,4,21,22.74,93.65
2003,1,4,22,22.63,95.31
2003,1,4,23,22.5,96.9
2003,1,5,0,22.45,97.55
2003,1,5,1,22.37,98.25
2003,1,5,2,22.29,98.83
2003,1,5,3,22.25,99.2
2003,1,5,4,22.2,99.27
2003,1,5,5,22.2,99.01
2003,1,5,6,23.72,92.25
2003,1,5,7,25.33,82.97
2003,1,5,8,26.99,73.39
2003,1,5,9,28.38,66.51
2003,1,5,10,29.38,61.55
2003,1,5,11,30.05,58.79
2003,1,5,12,30.49,57.21
2003,1,5,13,30.46,56.96
2003,1,5,14,30.27,57.2
2003,1,5,15,29.59,59.2
2003,1,5,16,28.8,62.65
2003,1,5,17,27.16,73.09
2003,1,5,18,25.03,83.25
2003,1,5,19,24.17,86.49
2003,1,5,20,23.52,89.83
2003,1,5,21,23.06,92.33
2003,1,5,22,22.74,94.18
2003,1,5,23,22.48,95.74
2003,1,6,0,22.36,96.25
2003,1,6,1,22.27,96.43
2003,1,6,2,22.14,96.66
2003,1,6,3,21.94,97.05
2003,1,6,4,21.74,97.41
2003,1,6,5,21.57,97.79
2003,1,6,6,23.12,91.46
2003,1,6,7,24.96,81.55
2003,1,6,8,26.96,71.42
2003,1,6,9,28.62,63.8
2003,1,6,10,29.67,60.11
2003,1,6,11,30.26,58.74
2003,1,6,12,30.59,58.08
2003,1,6,13,30.57,58.18
2003,1,6,14,30.3,58.91
2003,1,6,15,29.65,60.71
2003,1,6,16,28.82,64.42
2003,1,6,17,27.3,72.08
2003,1,6,18,25.43,84.75
2003,1,6,19,24.65,86.3
2003,1,6,20,23.97,88.87
2003,1,6,21,23.38,90.89
2003,1,6,22,22.86,92.58
2003,1,6,23,22.41,94.29
2003,1,7,0,22.16,95.32
2003,1,7,1,22,95.89
2003,1,7,2,21.81,96.39
2003,1,7,3,21.58,96.96
2003,1,7,4,21.38,97.21
2003,1,7,5,21.17,97.49
2003,1,7,6,22.56,91.29
2003,1,7,7,24.92,79.98
2003,1,7,8,27.33,68.54
2003,1,7,9,29.1,60.14
2003,1,7,10,30.42,54.86
2003,1,7,11,31.35,52.38
2003,1,7,12,31.96,50.45
2003,1,7,13,32.16,49.69
2003,1,7,14,31.91,49.81
2003,1,7,15,30.88,52.5
2003,1,7,16,30.04,55.76
2003,1,7,17,28.32,65.55
2003,1,7,18,26.13,81.84
2003,1,7,19,25.03,86.24
2003,1,7,20,24.38,87.7
2003,1,7,21,23.91,88.6
2003,1,7,22,23.34,91.32
2003,1,7,23,22.86,93.31
2003,1,8,0,22.42,94.93
2003,1,8,1,22.13,95.94
2003,1,8,2,21.93,96.38
2003,1,8,3,21.73,96.75
2003,1,8,4,21.57,96.67
2003,1,8,5,21.29,97.06
2003,1,8,6,22.68,90.43
2003,1,8,7,24.82,79.34
2003,1,8,8,27.28,66.86
2003,1,8,9,29.12,59.52
2003,1,8,10,30.43,55.12
2003,1,8,11,31.31,52.72
2003,1,8,12,31.82,51.25
2003,1,8,13,31.94,50.54
2003,1,8,14,31.51,51.03
2003,1,8,15,30.64,53.3
2003,1,8,16,29.56,57.46
2003,1,8,17,27.77,67.84
2003,1,8,18,25.78,81.62
2003,1,8,19,24.83,85.07
2003,1,8,20,24.09,87.5
2003,1,8,21,23.53,89.04
2003,1,8,22,23.04,90.9
2003,1,8,23,22.68,92.53
2003,1,9,0,22.43,93.44
2003,1,9,1,22.17,94.07
2003,1,9,2,21.86,94.78
2003,1,9,3,21.48,95.82
2003,1,9,4,20.97,97.99
2003,1,9,5,20.58,99.62
2003,1,9,6,22.52,89.61
2003,1,9,7,24.71,77.26
2003,1,9,8,26.6,68.25
2003,1,9,9,28.22,61.71
2003,1,9,10,29.48,57.37
2003,1,9,11,30.39,54.66
2003,1,9,12,30.91,53.02
2003,1,9,13,31,52.33
2003,1,9,14,30.69,52.91
2003,1,9,15,30.01,54.82
2003,1,9,16,29.03,58.44
2003,1,9,17,27.23,69.13
2003,1,9,18,25.18,79.2
2003,1,9,19,24.32,82.65
2003,1,9,20,23.69,85.74
2003,1,9,21,23.18,88.82
2003,1,9,22,22.78,91.42
2003,1,9,23,22.32,93.79
2003,1,10,0,21.9,95.86
2003,1,10,1,21.59,97.1
2003,1,10,2,21.27,98.26
2003,1,10,3,21.01,99.06
2003,1,10,4,20.85,99.45
2003,1,10,5,20.8,99.31
2003,1,10,6,22.51,91.2
2003,1,10,7,24.69,78.65
2003,1,10,8,26.49,68.62
2003,1,10,9,27.99,62.1
2003,1,10,10,29.22,57.82
2003,1,10,11,30.19,55.2
2003,1,10,12,30.81,53.85
2003,1,10,13,30.95,53.51
2003,1,10,14,30.54,54.43
2003,1,10,15,29.84,56.5
2003,1,10,16,28.63,60.85
2003,1,10,17,26.72,70.71
2003,1,10,18,24.86,79.62
2003,1,10,19,24.07,84.23
2003,1,10,20,23.46,88.07
2003,1,10,21,22.96,90.86
2003,1,10,22,22.58,92.84
2003,1,10,23,22.3,94.22
2003,1,11,0,22.15,94.84
2003,1,11,1,21.98,95.64
2003,1,11,2,21.84,96.41
2003,1,11,3,21.8,96.74
2003,1,11,4,21.62,97.54
2003,1,11,5,21.43,98.01
2003,1,11,6,22.98,90.61
2003,1,11,7,25.14,78.11
2003,1,11,8,27.1,67.16
2003,1,11,9,28.6,61
2003,1,11,10,29.78,57.17
2003,1,11,11,30.59,54.81
2003,1,11,12,30.9,53.67
2003,1,11,13,30.76,53.89
2003,1,11,14,30.18,55.14
2003,1,11,15,29.27,57.38
2003,1,11,16,28.04,61.21
2003,1,11,17,26.29,69.19
2003,1,11,18,24.53,79.63
2003,1,11,19,23.75,85.86
2003,1,11,20,23.36,89.66
2003,1,11,21,23.18,91.79
2003,1,11,22,23.07,93.02
2003,1,11,23,22.96,93.75
2003,1,12,0,22.85,94.31
2003,1,12,1,22.75,94.66
